Uniq Id,Crawl Timestamp,Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
5b5351eac13c701c939a1c410eb14878,2019-08-04 06:48:37 +0000, .Net Developer," 1,75,000 - 2,75,000 PA. ",1 - 3 yrs, asp.net mvc| jQuery| ADO.Net| Javascript| MS SQL Server| MVC| Web Services,Programming & Design,Chennai,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Software Developer
730a382ff441b7ef61f80cc5cb712dfd,2019-07-04 10:36:18 +0000, .Net Developer - ASP/ C#/ MVC, Not Disclosed by Recruiter ,3 - 8 yrs, ASP| .Net| C#| MVC| Javascript| jQuery| SQL Server| SDLC| LINQ| Entity Framework| RDBMS,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
0769efa1d394cf6873e878ac1573f968,2019-08-05 06:03:02 +0000, .Net Developers, Not Disclosed by Recruiter ,5 - 8 yrs, asp.net| mvc| angularjs| javascript,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
9f690ed6dabded98b63ef93ade4fb4c2,2019-07-05 20:53:29 +0000, Ab initio Developer, Not Disclosed by Recruiter ,4 - 6 yrs, Ab Initio| Oracle| Perl| Db2| Python| Teradata| SDLC| Unix shell scripting| Data analysis| Control-M,Programming & Design,Pune,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
043872901359d16883c77b9d1368b7d7,2019-07-07 06:45:17 +0000, Academic Counsellor, Not Disclosed by Recruiter ,0 - 2 yrs, Academic Counselor,,Bengaluru,Other,"Education, Teaching, Training",Other
3d7488b56124293b18221515569e0ef9,2019-08-04 13:38:33 +0000, Account Assistant, Not Disclosed by Recruiter ,3 - 5 yrs, accounts executive| accountant| Stock Management| gst| auditing| Statutory Compliance| accounting| Account Assistant| Bank Reconciliation| tax audit| banking| monthly reports| Payroll| salary processing| income tax| Income Tax Return| taxation,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Architecture, Interior Design",Accounts Executive/Accountant
f1ba59dd050d022899067035f8107286,2019-07-07 02:38:44 +0000, Account Assistant, Not Disclosed by Recruiter ,2 - 5 yrs, Accounts| finance| mba| excel| commerce,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Education, Teaching, Training",Accounts Executive/Accountant
4f84463be4cccc0ded847242d4bf11d0,2019-07-06 15:05:31 +0000, Account Assistant, Not Disclosed by Recruiter ,5 - 8 yrs, Administration| Credit Officers| Report Generation| Analysts| Data Entry| Risk Management,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant
2b1ca08f42bfc6837ac499d8dcde9b61,2019-07-05 10:48:30 +0000, Account Assistant - Female, Not Disclosed by Recruiter ,1 - 4 yrs, Auditing| Tally| Sales tax| Excise| Income tax,Accounts,Ahmedabad,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
ba5defaeab3ef3620098d51238bd0ef1,2019-07-06 04:51:12 +0000, Account Executive, Not Disclosed by Recruiter ,0 - 3 yrs, Account Executive,Accounts,"Faridabad,Gurgaon","Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
d463bed8c0f26cbc2fc624f0ec6b5752,2019-08-06 03:13:47 +0000, Account Executive, Not Disclosed by Recruiter ,1 - 2 yrs, Administration| Credit Officers| Report Generation| Policies| Analysts| analytical skills| Risk Management,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant
722fdab2f2d15f55ca487a57173cedff,2019-08-04 18:52:52 +0000, Account Executive, Not Disclosed by Recruiter ,2 - 4 yrs, Banking| CMA data| Accounts Executive| stock,Accounts,Ahmedabad,"Accounts , Finance , Tax , Company Secretary , Audit","Oil and Gas, Energy, Power, Infrastructure",Accounts Executive/Accountant
7c48a1423b3dc2bc44e62acbd0640af8,2019-07-04 23:22:56 +0000, Account Manager, Not Disclosed by Recruiter ,8 - 10 yrs, Account Management,Retail Sales,"Mumbai,Pune,Noida","Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
ecd9acdb90b2a70aca19b6089d616edd,2019-08-06 01:47:33 +0000, Account Manager, Not Disclosed by Recruiter ,3 - 6 yrs, Balance Sheet Finalisation| TDS| Advance Tax| Finance| PF| VAT| Gst| ESI| Taxation,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Construction, Engineering, Cement, Metals",Accounts Manager
a1a2f5d5f41e0b030e0f0db5de98db5c,2019-08-06 03:29:54 +0000, Account Manager," 10,00,000 - 15,00,000 PA. ",7 - 10 yrs, bfsi| lead generation| financial| Client Relationship Management| business development| sales| account management| direct sales| banking,Corporate Sales,Bengaluru,"Sales , Retail , Business Development","IT-Software, Software Services",Client Servicing/Key Account Manager
5fbeb55a9a42ed5d2c39e31ae0da2dd8,2019-08-06 02:45:00 +0000, Account Manager/ Relationship Manager, Not Disclosed by Recruiter ,2 - 4 yrs, Account Manager| marketing executive| distributors| Relationship Manager| customer profiling| sales strategy| market research| Business Development| sales executive,Corporate Sales,Chennai,"Sales , Retail , Business Development","Recruitment, Staffing",Client Servicing/Key Account Manager
c32900f1916e9972c5aab4dcbafd6d0a,2019-07-06 20:30:31 +0000, ACCOUNT OFFICER - INSURANCE, Not Disclosed by Recruiter ,2 - 3 yrs, ACCOUNT OFFICER - INSURANCE,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Banking, Financial Services, Broking",Accounts Executive/Accountant
cf7058254f789b413bd63ccba58c5052,2019-07-06 17:58:40 +0000, Accountant, Not Disclosed by Recruiter ,2 - 4 yrs, Accountant,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Consumer Electronics, Appliances, Durables",Accounts Executive/Accountant
1a86cc6faddf0d6913aca67787c0d82a,2019-08-06 08:27:13 +0000, ACCOUNTANT, Not Disclosed by Recruiter ,2 - 5 yrs, ACCOUNTANT,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
70a6452bb2080ce6af8d473334b6cdb9,2019-08-06 01:24:19 +0000, Accountant," 1,00,000 - 2,75,000 PA. ",1 - 3 yrs, Accounting| Finance| Gst,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Architecture, Interior Design",Accounts Executive/Accountant
9c2c9470e3806cd59557481e31934419,2019-08-06 05:34:13 +0000, accountant, Not Disclosed by Recruiter ,1 - 2 yrs, Accounting| Recruitment| Bank accounting| Finance| Auditing,Accounts,Faridabad,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
053d12d73f760b0dceb1174a78be2694,2019-07-05 12:26:50 +0000, Accountant," 1,25,000 - 2,25,000 PA. ",1 - 5 yrs, Accounting| TDS| Bank Reconciliation Statement| Payables| Tally| Gst| Excel| Banking| Process Management,Accounts,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant
98c2baefc664d40c1b8f8452a924705f,2019-07-04 16:42:27 +0000, Accountant," 1,25,000 - 3,00,000 PA. ",1 - 5 yrs, Accounting| TDS| Income Tax| Taxation| Gst| Banking| Data Entry,Accounts,Ahmedabad,"Accounts , Finance , Tax , Company Secretary , Audit","Construction, Engineering, Cement, Metals",Accounts Executive/Accountant
d0c6f4484b68ffbec54e94b28cb8da6f,2019-07-05 14:28:42 +0000, Accountant," 2,25,000 - 2,50,000 PA. ",1 - 2 yrs, Accounting| TDS| ITR| Gst,Accounts,Mumbai (Chakala) ,"Accounts , Finance , Tax , Company Secretary , Audit","Wellness , Fitness , Sports, Beauty",Accounts Executive/Accountant
2b2ece7ba268973772dbcd2cb1ae9239,2019-08-05 19:10:44 +0000, Accountant," 2,25,000 - 3,00,000 PA. ",2 - 5 yrs, accounts receivable| accounts payable| Accounting| general ledger,Accounts,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
411043ca0defc98318a34a95849c4e11,2019-08-05 06:44:07 +0000, Accountant, Not Disclosed by Recruiter ,3 - 5 yrs, accounts| accounting| reconciliation| tax| cost analysis| transactions| taxation,Accounts,"Gurgaon,Ghaziabad","Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Executive/Accountant
d48b73147c6d1d0afd2d047fdbe62592,2019-08-06 07:00:44 +0000, Accountant, Not Disclosed by Recruiter ,1 - 3 yrs, accounts| accounting| reconciliation| tax| cost analysis| transactions| taxation,Accounts,"Gurgaon,Ghaziabad","Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Executive/Accountant
b7638975fa1ca0a46ce4577db5417745,2019-07-06 09:58:46 +0000, Accountant, Not Disclosed by Recruiter ,1 - 6 yrs, accounts| reconciliation| accounting| tax| taxation| cost analysis| transactions,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Industrial Products, Heavy Machinery",Accounts Executive/Accountant
91d179c8905d2dd3be9c3463ea2dc101,2019-08-06 03:08:33 +0000, Accountant, Not Disclosed by Recruiter ,3 - 5 yrs, Audit| Credit Officers| Internal audit| Accounting| Finance| Tax| Accounts| Risk Management,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","Internet, Ecommerce",Accounts Executive/Accountant
cddb2c915940cd9069e0686a73178942,2019-07-06 11:26:47 +0000, Accountant, Not Disclosed by Recruiter ,0 - 4 yrs, Audit| Tally| Finance| Tax| Financial Accountant| Accounts| Risk Management,Accounts,Hyderabad,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
e27bc527e235a8999df0cde5c0bbb355,2019-08-05 04:50:56 +0000, Accountant," 1,75,000 - 2,25,000 PA. ",1 - 3 yrs, Bcom| Salary| B| Accounting,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","FMCG, Foods, Beverage",Accounts Executive/Accountant
a5f17cc30312188a31e3a7adcaaf1b3c,2019-07-04 19:58:06 +0000, Accountant / Accounts Executive," 1,50,000 - 3,75,000 PA. ",2 - 7 yrs, accounting standards| depreciation| balance sheet| general ledger| tally| reconciliation| banking| Accounts Executive| Accounts Officer| Account Assistant| Accounts Receivable| tally ERP,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit",Other,Accounts Executive/Accountant
d2ee40020797063867a1b95ee7382a8e,2019-07-04 21:30:45 +0000, Accounts & Finance Executive," 2,00,000 - 3,00,000 PA. ",2 - 5 yrs, accounting| tds| finance| tally erp| receipt| gst| banking operations| excel| rtgs,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","Construction, Engineering, Cement, Metals",Accounts Executive/Accountant
b81b473a44cbcd15880c9a11767afb38,2019-08-05 01:33:23 +0000, Accounts & Finance Executive," 1,75,000 - 3,75,000 PA. ",0 - 2 yrs, AR| Process Development| Finance| General Accounting| Ap,Accounts,"Noida,Gurgaon","Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
d1e44bae50a7041501a2041cba23176c,2019-08-06 04:37:58 +0000, Accounts & Finance Manager," 8,00,000 - 9,00,000 PA. ",10 - 12 yrs, Accounting| Finance| accounting management| Financial Management,Accounts,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Manager
0516a302e6afa3e0b47040b60c0ebaa5,2019-08-05 05:17:14 +0000, Accounts Executive, Not Disclosed by Recruiter ,2 - 5 yrs, Account| Accountant Executive| Accountant| Accounts Officer,Accounts,Gurgaon,"Accounts , Finance , Tax , Company Secretary , Audit","Construction, Engineering, Cement, Metals",Accounts Executive/Accountant
9269b504f655b639a855f19a8ccd5f0d,2019-08-04 21:54:15 +0000, Accounts Executive," 1,00,000 - 2,00,000 PA. ",1 - 3 yrs, accountant| invoice processing| Accounts Executive| accounts manager| Client Management| invoicing| Payment Followup| Account Management| accounts officer| billing executive,Accounts,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Manager
c754cca4eff10c56be29ff0fce6ff4dc,2019-07-04 12:37:49 +0000, Accounts Executive, Not Disclosed by Recruiter ,2 - 3 yrs, accounting| accounts payable| accounts receivable| finance| financial management| management reporting| Month End Reporting| Dashboards,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
d3a2374d6f940060eecc7e27a9b5373f,2019-07-05 02:33:12 +0000, Accounts Executive," 2,50,000 - 3,00,000 PA. ",5 - 7 yrs, Accounting| Accounts Payable| Accounts Receivable| Finance| Financial Reporting| Returns| Cash Management| Gst,Accounts,Hyderabad,"Accounts , Finance , Tax , Company Secretary , Audit","Travel , Hotels , Restaurants , Airlines , Railways",Accounts Executive/Accountant
7683f6cba8fb7f890f3082b745faa09f,2019-07-05 20:07:11 +0000, Accounts Executive," 50,000 - 1,00,000 PA. ",0 - 2 yrs, Accounting| Bank Reconciliation| Vouchers| Cash Handling| Payments| Banking| Purchase,Accounts,Pune (Baner) ,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
f66c568bd024260dba679f2768f28eee,2019-07-04 12:13:30 +0000, Accounts Executive, Not Disclosed by Recruiter ,3 - 8 yrs, Accounting| Branch Reconciliation| Bank Reconciliation Statement| TDS| Vendor Reconciliation| Petty Cash| Bill Passing| Banking| NEFT| Gst,Accounts,Gurgaon,"Accounts , Finance , Tax , Company Secretary , Audit","Automobile, Auto Anciliary, Auto Components",Accounts Executive/Accountant
7236a862a594a86ac6b10140863f5827,2019-07-04 19:02:28 +0000, Accounts Executive, Not Disclosed by Recruiter ,5 - 10 yrs, Accounting| Cash Payment| Accounts Payable| Handling Petty Cash| Auditing| Reconciliation| Gst| Payment Followup| Monthly Reports| Senior Management,Accounts,Hyderabad (Cherlapally) ,"Accounts , Finance , Tax , Company Secretary , Audit","Heat Ventilation, Air Conditioning",Accounts Executive/Accountant
c8dbc9963079815d93ee84a2fdcd317a,2019-07-06 08:21:55 +0000, Accounts Executive, Not Disclosed by Recruiter ,2 - 5 yrs, Accounting| Invoice Verification| Invoicing| invoice processing| accountant| accounts officer| accounts executive| accounts assistant,Accounts,Hyderabad,"Accounts , Finance , Tax , Company Secretary , Audit","Oil and Gas, Energy, Power, Infrastructure",Accounts Executive/Accountant
a6fe524d7c71579e48ee418fb1e2883b,2019-07-05 07:20:56 +0000, Accounts Executive, Not Disclosed by Recruiter ,1 - 2 yrs, Accounting| ITR| Tally| Excel| Ca| Gst| Internal Audit| Income Tax| tds| Chartered Accountant| Accounts Executive,Accounts,"Pune (Pimple Gurav, Pimpri, Wakad) ","Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
b0de8eb7d4b48a568e5847bda6887013,2019-07-04 16:55:30 +0000, Accounts Executive," 50,000 - 3,00,000 PA. ",0 - 2 yrs, Accounting| Taxation| Auditing| Tally| Ca| Articleship| MIS Reporting| Inter| Commercial,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
98c2110fc7f42783f1c985e20fcf8e1d,2019-07-04 20:46:57 +0000, Accounts Executive, Not Disclosed by Recruiter ,3 - 5 yrs, Accounting| TDS| Returns| Auditing| Excel| Gst,Accounts,Pune,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
350394f152d4216c0ca9f224e40bef0a,2019-07-05 00:09:14 +0000, Accounts Executive, Not Disclosed by Recruiter ,1 - 4 yrs, Accounting| VAT| Income Tax| Taxation| Handling Petty Cash| Accounts Receivable| Tally,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
2653d7597b508f475c2bca5e36d89e0d,2019-07-04 21:59:07 +0000, Accounts Executive," 3,00,000 - 5,00,000 PA. ",2 - 4 yrs, accounts assistant| accountant| Accounts Executive| finance manager| accounts manager,Accounts,Hyderabad,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
662f0f11dd875a7eb16aafde85265a5f,2019-07-04 01:38:48 +0000, Accounts Executive, Not Disclosed by Recruiter ,1 - 2 yrs, Accounts Executive,Accounts,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","Export, Import",Accounts Executive/Accountant
d2dd72f31f1f65ca34754f06adeebf16,2019-08-05 12:36:54 +0000, Accounts Executive, Not Disclosed by Recruiter ,0 - 2 yrs, Accounts Executive,Accounts,"Pune,Banur","Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
3990f98d2f3a4a06afeeb32739174ce1,2019-08-04 10:47:45 +0000, Accounts Executive, Not Disclosed by Recruiter ,2 - 4 yrs, accounts executive| copyright| hiring| information technology| solutions| admin| hr| ms word| salary| email,Accounts,"Chandigarh,chandigarh","Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
21b9014a995a58309f8f6d451e09efa2,2019-07-06 20:28:20 +0000, Accounts Executive, Not Disclosed by Recruiter ,2 - 3 yrs, Accounts Executive| Credit Officers| Capital Advisors| Risk Management| Administration| Analysts| Data Entry| Report Generation| Mortgage Advisors| analytical skills,Accounts,Mumbai,"Accounts , Finance , Tax , Company Secretary , Audit","IT-Software, Software Services",Accounts Executive/Accountant
f26f541f2d7578b0305bd5565e04ffe4,2019-08-06 03:41:55 +0000, Accounts Executive," 1,50,000 - 2,00,000 PA. ",1 - 3 yrs, Bank Book| Tally| Excel| Cash Book| Income Tax| Accounting| Loss| Gst| Profit| Taxation| Balance Sheet,Accounts,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant
debf27ea2f3e929d315023140bdf71a4,2019-07-06 08:07:30 +0000, Accounts Executive, Best in the Industry ! ,1 - 5 yrs, bank reconciliation| creditors reconciliation| payment processing| gst| banking| invoicing| accounts payable| accounts receivable,Accounts,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit","Recruitment, Staffing",Accounts Executive/Accountant
a4fe983928f2ae19960cf7d562db5380,2019-07-04 03:41:11 +0000, Accounts Manager, Not Disclosed by Recruiter ,3 - 5 yrs, accounting functions| budgeting| statutory compliance| excel| ms office,Accounts,Noida,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Manager
b7d4d0c8652630b2adf896252bc2cdac,2019-07-05 11:33:05 +0000, Accounts Manager," 3,00,000 - 5,00,000 PA. ",4 - 6 yrs, Accounting| Accounts Finalisation| Gst| TDS| vat| service tax| indirect tax| direct tax,Accounts,Mumbai (Shanti Nagar Borivali) ,"Accounts , Finance , Tax , Company Secretary , Audit","Consumer Electronics, Appliances, Durables",Accounts Manager
6fda10769f0760a0f6facd2b94e0b799,2019-07-04 04:07:24 +0000, Accounts Manager," 4,00,000 - 8,00,000 PA. ",5 - 10 yrs, Accounting| Balance Sheet| P,Corporate Banking,Mumbai,"Financial Services , Banking , Investments , Insurance","Banking, Financial Services, Broking",Client Servicing/Key Account Manager
bd5091738615001fa4e16247b6b92504,2019-08-04 15:45:07 +0000, Accounts Manager," 4,00,000 - 5,00,000 PA. ",10 - 15 yrs, accounts receivable| tds| balance sheet| accounts payable| Import| gst| auditing| accounting| accounts manager| general ledger| accounting standards| service tax| returns| income tax| accounts| taxation| ca| finance,Accounts,"Greater Noida,Noida","Accounts , Finance , Tax , Company Secretary , Audit","Construction, Engineering, Cement, Metals",Accounts Manager
f83e5175f9c7ee114bd5af02742d66fe,2019-07-05 09:30:58 +0000, Accounts Manager, Not Disclosed by Recruiter ,7 - 12 yrs, ACCOUNTS| ACCOUNTS MANAGER| FINANCE| FINANCE MANAGER| ACCOUNTS HEAD| finance controller| MBA FINANCE| ca| charted accountant,Accounts,Gurgaon,"Accounts , Finance , Tax , Company Secretary , Audit","Medical, Healthcare, Hospitals",Accounts Manager
c0e33ad532fd2dcf5c82e7af4082b46c,2019-08-06 04:35:03 +0000, Accounts Manager," 4,75,000 - 5,50,000 PA. ",10 - 20 yrs, Bcom| Tally| Accounts Handling| Income Tax| Accounting| Busy| Gst| Taxation| Balance Sheet,Accounts,Delhi,"Accounts , Finance , Tax , Company Secretary , Audit","Office Equipment, Automation",Accounts Manager
8f956cfdbe455b36e7c1010d16f91c88,2019-07-06 23:16:30 +0000, Admin Assistant, Not Disclosed by Recruiter ,3 - 6 yrs, Administration| Secretarial activities| Computer literate| Travel management| Scheduling| Forex| MS Office Powerpoint| Copyright| Agile| Administrative assistance,Administration/Facility Management,Mumbai,"HR , Recruitment , Administration , IR","Oil and Gas, Energy, Power, Infrastructure",Executive/ Sr Executive - Administration
2f536e290e1d3cadefffe84a63d901b8,2019-07-06 16:58:56 +0000, Admin Executive, Not Disclosed by Recruiter ,1 - 3 yrs, Admin Executive,Administration/Facility Management,Mumbai,"HR , Recruitment , Administration , IR","Telcom, ISP",Executive/ Sr Executive - Administration
dd5a965811ed843695113448c09f42a2,2019-07-07 07:16:42 +0000, Admin Executive, Not Disclosed by Recruiter ,1 - 2 yrs, Administration Executive| admin executive,Administration/Facility Management,Ghaziabad,"HR , Recruitment , Administration , IR","Industrial Products, Heavy Machinery",Executive/ Sr Executive - Administration
2a163d2fb683260d79407299571b53bc,2019-08-06 04:27:01 +0000, admin executive, Not Disclosed by Recruiter ,1 - 2 yrs, Administration| Routing| admin executive,Administration/Facility Management,Mumbai,"HR , Recruitment , Administration , IR","IT-Software, Software Services",Executive/ Sr Executive - Administration
8fcfec9cf27c88560eb26c5db6521111,2019-08-04 12:04:18 +0000, Admin Manager, Not Disclosed by Recruiter ,2 - 4 yrs, Administration Management| Travel Arrangements| Liaison| Vendor Management| HR| Office Equipment| Maintenance| Price Negotiation| Facility Management| Recruitment,Administration/Facility Management,Mumbai,"HR , Recruitment , Administration , IR","Banking, Financial Services, Broking",Manager / Sr Manager - Administration
b5f7058af89e48ebfe91388154468992,2019-08-04 13:43:45 +0000, Administration Assistant, Not Disclosed by Recruiter ,3 - 5 yrs, administration| administrative assistant| back office| back office executive| administration work| admin executive| admin assistant| power point| facility management| office management,Administration/Facility Management,Pune,"HR , Recruitment , Administration , IR","Architecture, Interior Design",Executive/ Sr Executive - Administration
2679a8f3301498a382e6f746a98dd20d,2019-07-05 00:11:11 +0000, Administration Assistant," 3,00,000 - 5,00,000 PA. ",3 - 8 yrs, Administration| Travel| Ticket Booking| Executive Management| Visa Processing| Accommodation| travel desk,Administration/Facility Management,Bengaluru,"HR , Recruitment , Administration , IR","Architecture, Interior Design",Executive/ Sr Executive - Administration
5b44ffb6736ef4ce6fa38023efe90fe3,2019-07-05 09:45:35 +0000, Administration Executive, Not Disclosed by Recruiter ,1 - 4 yrs, admin executive| administration| facilities| facility management| facility services,Administration/Facility Management,Mumbai,"HR , Recruitment , Administration , IR","Security, Law Enforcement",Executive/ Sr Executive - Administration
3c0dde844d1894f5d271e9684fb7a82c,2019-08-04 14:30:20 +0000, Administration Executive, Not Disclosed by Recruiter ,0 - 1 yrs, Administration| Communication Skills| Liaison| Office Administration| Admin Executive,,Hyderabad,Other,"Real Estate, Property",Other
ef28fb51bf8dab2ea41c9b078b4916ad,2019-07-06 04:19:59 +0000, Administration Executive," 2,00,000 - 3,50,000 PA. ",1 - 6 yrs, Administration| Office Management| Administrative Support,Administration/Facility Management,Bengaluru,"HR , Recruitment , Administration , IR","FMCG, Foods, Beverage",Executive/ Sr Executive - Administration
73e11075c4aa7489f17a4157fd3dfbce,2019-08-04 20:53:14 +0000, Administrative Manager," 2,25,000 - 3,50,000 PA. ",15 - 20 yrs, Administration Management| Administration Manager| admin manager,Administration/Facility Management,Chennai,"HR , Recruitment , Administration , IR","Education, Teaching, Training",Manager / Sr Manager - Administration
b1707736ec70117b5c3c4e2d431a0af8,2019-07-06 14:43:14 +0000, Administrative Manager, Not Disclosed by Recruiter ,4 - 9 yrs, Administration management| Training| Accounting| Scheduling| Facility management| Monitoring| Supervision,Administration/Facility Management,"Mumbai,Thane","HR , Recruitment , Administration , IR","Recruitment, Staffing",Manager / Sr Manager - Administration
01ebe53c591b915e2897d0e08ef296a7,2019-08-04 07:24:10 +0000, Administrative Officer," 3,00,000 - 3,75,000 PA. ",2 - 3 yrs, Administration| Administrative Support| Office Procedures,Administration/Facility Management,Chandigarh,"HR , Recruitment , Administration , IR","FMCG, Foods, Beverage",Executive/ Sr Executive - Administration
94cb6bf9cccec8e316c1c9ce78961643,2019-08-06 07:32:38 +0000, Administrator - EUS, Not Disclosed by Recruiter ,2 - 5 yrs, Access management| Troubleshooting| Monitoring| remediation| Interpersonal skills| endpoint security| Customer service orientation| MS Exchange| Public speaking,Voice,Bengaluru,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical)
fa5466aac4398fcbce8ed0163437141c,2019-08-05 23:06:08 +0000, Admission Support Officer(tele Counselor)," 2,50,000 - 3,75,000 PA. ",0 - 5 yrs, bpo| Counsellor| bde| cce| counseling| business development| Inbound| sales| Counselling| Outbound| caller| sale| Education| uk| lead generation| Telecalling| Admissions| Fresher| Voice| Telemarketing| us,Voice,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Telecalling/Telemarketing Executive
87518b5230946d1c303e605ff18c6a50,2019-07-04 10:02:22 +0000, Aem Architect, Not Disclosed by Recruiter ,8 - 13 yrs, aem| Adobe Experience Manager,Programming & Design,"Bengaluru,Gurgaon","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Technical Architect
df3cfdeb7a156303a41330be9230dfc6,2019-08-05 15:38:55 +0000, AEM Developer, Not Disclosed by Recruiter ,2 - 7 yrs, Adobe| XML| Javascript| Social media marketing| development| technical| prototyping| JSON| CSS3| Trade| web| Content management system| design| Agile| Web content management| developer| soap| architecture| applications,Programming & Design,Chennai,IT Software - System Programming,"IT-Software, Software Services",Software Developer
efc236fce46a511f85fe5e2981156558,2019-08-04 03:04:48 +0000, Agency Development Manager," 2,50,000 - 4,50,000 PA. ",1 - 6 yrs, agent| sales manager| unit manager| agent recruitment| business development| bdm| agency manager| sdm| sales development manager| life insurance,Retail Sales,"Kolkata,Durgapur","Sales , Retail , Business Development",Insurance,Sales Executive/Officer
663b09b04a75f52b20fc0182b79f0575,2019-08-04 08:23:43 +0000, Agency Manager, Not Disclosed by Recruiter ,2 - 5 yrs, agency management| Agency Manager| collection| recovery,Retail/Personal Banking,Ahmedabad,"Financial Services , Banking , Investments , Insurance","BPO, Call Centre, ITeS",Collections Manager
c356bfd8d47ee2b8616a151e11b44939,2019-08-05 22:03:15 +0000, Agency Manager, Not Disclosed by Recruiter ,0 - 1 yrs, Agency sales| Financial services| Recruitment| Training| Sales| Financial services sales| Banking| Sales training,Retail Sales,Mumbai,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
386490f118cc79ba14f4616dc5353a20,2019-07-07 03:17:48 +0000, Agile Coach, Not Disclosed by Recruiter ,15 - 20 yrs, Automation| Scrum| WIP| TDD| PDF| Operations| Continuous improvement| Kaizen| agile project management| Value stream mapping,Programming & Design,"Bengaluru,Delhi","IT Software - Application Programming , Maintenance","Education, Teaching, Training",Software Developer
843f1e34dc956b8a1a0e6bf0f699c1db,2019-08-05 20:20:10 +0000, Analyst, Not Disclosed by Recruiter ,1 - 6 yrs, Analyst,Programming & Design,Chennai,"IT Software - Application Programming , Maintenance","BPO, Call Centre, ITeS",Software Developer
